relation_token_span_ids	ent1_ent2_start	ent1	ent2	label	label_id	ent1_type	ent2_type	ent1_id	ent2_id	ent1_cui	ent2_cui	doc_id	text
	(66, 82)	MTX	acute renal failure	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3519	A 10-year-old boy with osteosarcoma and normal renal function manifested laboratory evidence of impending renal toxicity and extreme elevation of aspartate aminotrasferase and alanine aminotransferase within 2 hours after the completion of a 4-hour infusion of high-dose methotrexate  [s1]MTX[e1]  (12 g/m2), and went on to develop [s2]acute renal failure[e2] with life-threatening hyperkalemia 29 hours later.
	(26, 63)	elevation of aspartate aminotrasferase	methotrexate	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3520	A 10-year-old boy with osteosarcoma and normal renal function manifested laboratory evidence of impending renal toxicity and extreme [s1]elevation of aspartate aminotrasferase[e1] and alanine aminotransferase within 2 hours after the completion of a 4-hour infusion of high-dose [s2]methotrexate[e2] (MTX) (12 g/m2), and went on to develop acute renal failure with life-threatening hyperkalemia 29 hours later.
	(26, 68)	elevation of aspartate aminotrasferase	MTX	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3521	A 10-year-old boy with osteosarcoma and normal renal function manifested laboratory evidence of impending renal toxicity and extreme [s1]elevation of aspartate aminotrasferase[e1] and alanine aminotransferase within 2 hours after the completion of a 4-hour infusion of high-dose methotrexate  [s2]MTX[e2]  (12 g/m2), and went on to develop acute renal failure with life-threatening hyperkalemia 29 hours later.
	(22, 63)	renal toxicity	methotrexate	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3522	A 10-year-old boy with osteosarcoma and normal renal function manifested laboratory evidence of impending [s1]renal toxicity[e1] and extreme elevation of aspartate aminotrasferase and alanine aminotransferase within 2 hours after the completion of a 4-hour infusion of high-dose [s2]methotrexate[e2] (MTX) (12 g/m2), and went on to develop acute renal failure with life-threatening hyperkalemia 29 hours later.
	(22, 68)	renal toxicity	MTX	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3523	A 10-year-old boy with osteosarcoma and normal renal function manifested laboratory evidence of impending [s1]renal toxicity[e1] and extreme elevation of aspartate aminotrasferase and alanine aminotransferase within 2 hours after the completion of a 4-hour infusion of high-dose methotrexate  [s2]MTX[e2]  (12 g/m2), and went on to develop acute renal failure with life-threatening hyperkalemia 29 hours later.
	(44, 64)	renal toxicity	MTX	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3524	Although his renal function recovered completely with high-dose leucovorin, hemodialysis, charcoal hemoperfusion, and carboxypeptidase G2, we present this case to emphasize that signs of [s1]renal toxicity[e1] may be present as early as 2 hours after the completion of a 4-hour [s2]MTX[e2] infusion, and to suggest that monitoring for MTX toxicity should perhaps begin within a few hours after the completion of 4-hour MTX infusion.
	(3, 11)	renal toxicity	methotrexate	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3525	Early recognition of [s1]renal toxicity[e1] of high-dose [s2]methotrexate[e2] therapy: a case report.
	(9, 17)	ethambutol	visual loss	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3526	Multifocal electroretinographic abnormalities in [s1]ethambutol[e1] induced [s2]visual loss[e2] 
	(15, 31)	bitemporal visual field defects	ethambutol	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3527	These are the first reported patients to show mfERG abnormalities that correspond to [s1]bitemporal visual field defects[e1] and add to the growing evidence that [s2]ethambutol[e2] damages the retina.
	(8, 31)	mfERG abnormalities	ethambutol	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3528	These are the first reported patients to show [s1]mfERG abnormalities[e1] that correspond to bitemporal visual field defects and add to the growing evidence that [s2]ethambutol[e2] damages the retina.
	(12, 34)	ethambutol	bitemporal visual field defects	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3529	Two patients who developed decreased visual acuity after several months of [s1]ethambutol[e1] treatment for Mycobacterium avium-intracellulare infection had [s2]bitemporal visual field defects[e2] that suggested optic chiasm damage.
	(4, 14)	decreased visual acuity	ethambutol	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3530	Two patients who developed [s1]decreased visual acuity[e1] after several months of [s2]ethambutol[e2] treatment for Mycobacterium avium-intracellulare infection had bitemporal visual field defects that suggested optic chiasm damage.
	(0, 7)	Tenofovir	nephrotoxicity	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3531	 [s1]Tenofovir[e1] associated [s2]nephrotoxicity[e2] in two HIV-infected adolescent males.
	(11, 16)	TDF	irreversible renal failure	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3532	To our knowledge, these cases represent the first reports of [s1]TDF[e1] associated [s2]irreversible renal failure[e2] and rickets in pediatric patients.
	(11, 23)	TDF	rickets	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3533	To our knowledge, these cases represent the first reports of [s1]TDF[e1] associated irreversible renal failure and [s2]rickets[e2] in pediatric patients.
	(9, 15)	TDF	nephrotoxicity	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3534	We report two cases of tenofovir  [s1]TDF[e1] -associated [s2]nephrotoxicity[e2] in perinatally HIV-infected adolescents.
	(5, 17)	tenofovir	nephrotoxicity	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3535	We report two cases of [s1]tenofovir[e1] (TDF)-associated [s2]nephrotoxicity[e2] in perinatally HIV-infected adolescents.
	(8, 38)	piroxicam	ulcers	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3536	In this case, discontinuing [s1]piroxicam[e1]  a nonsteroidal anti-inflammatory drug, and starting a palliative treatment plan helped resolve a patient's [s2]ulcers[e2] 
	(0, 9)	Acute renal failure	immunoglobulin	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3537	 [s1]Acute renal failure[e1] following intravenous [s2]immunoglobulin[e2] therapy in a HIV-infected patient.
	(0, 17)	Acute renal failure	immunoglobulin	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3538	 [s1]Acute renal failure[e1] is a rare complication following the administration of intravenous [s2]immunoglobulin[e2] (IVIG).
	(4, 9)	IVIG	acute renal failure	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3539	The exact mechanism of [s1]IVIG[e1] associated [s2]acute renal failure[e2] remains unclear.
	(17, 44)	proteinuria	temsirolimus	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3540	A 58-year-old man with advanced renal cell carcinoma developed grade 3 [s1]proteinuria[e1] (8.5 g/24 h) without microscopic hematuria or renal insufficiency five days after [s2]temsirolimus[e2] infusion.
	(0, 8)	Temsirolimus	glomerulopathy	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3541	 [s1]Temsirolimus[e1] induced [s2]glomerulopathy[e2] 
	(0, 15)	Hypoglycemia	etanercept	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3542	 [s1]Hypoglycemia[e1] can be a serious side effect of [s2]etanercept[e2] in patients already on antidiabetic medications known to cause hypoglycemia, such as sulfonylureas, meglitinides, and insulin.
	(13, 31)	etanercept	hypoglycemia	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3543	Hypoglycemia can be a serious side effect of [s1]etanercept[e1] in patients already on antidiabetic medications known to cause [s2]hypoglycemia[e2]  such as sulfonylureas, meglitinides, and insulin.
	(29, 52)	hypoglycemia	insulin	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3544	Hypoglycemia can be a serious side effect of etanercept in patients already on antidiabetic medications known to cause [s1]hypoglycemia[e1]  such as sulfonylureas, meglitinides, and [s2]insulin[e2] 
	(29, 46)	hypoglycemia	meglitinides	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3545	Hypoglycemia can be a serious side effect of etanercept in patients already on antidiabetic medications known to cause [s1]hypoglycemia[e1]  such as sulfonylureas, [s2]meglitinides[e2]  and insulin.
	(29, 39)	hypoglycemia	sulfonylureas	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3546	Hypoglycemia can be a serious side effect of etanercept in patients already on antidiabetic medications known to cause [s1]hypoglycemia[e1]  such as [s2]sulfonylureas[e2]  meglitinides, and insulin.
	(0, 15)	Persistent hypoglycemia	etanercept	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3547	 [s1]Persistent hypoglycemia[e1] in a patient with diabetes taking [s2]etanercept[e2] for the treatment of psoriasis.
	(27, 41)	etanercept	persistent hypoglycemia	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3548	We report a patient with type 2 diabetes mellitus who, while treated with the antitumor necrosis factor-alpha blocking agent [s1]etanercept[e1] for severe plaque psoriasis, experienced [s2]persistent hypoglycemia[e2] requiring the lowering and eventual elimination of his previous insulin regimen.
	(8, 16)	dexmedetomidine	bradycardia	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3549	We report on three cases wherein treatment of [s1]dexmedetomidine[e1] induced [s2]bradycardia[e2] with i.v. glycopyrrolate (5.0 microg/kg) not only resulting in resolution of bradycardia but also resulting in an exaggerated increase of arterial blood pressure.
	(23, 54)	glycopyrrolate	exaggerated increase of arterial blood pressure	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3550	We report on three cases wherein treatment of dexmedetomidine-induced bradycardia with i.v. [s1]glycopyrrolate[e1] (5.0 microg/kg) not only resulting in resolution of bradycardia but also resulting in an [s2]exaggerated increase of arterial blood pressure[e2] 
	(0, 8)	Bisphosphonate	osteonecrosis of the jaw	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3551	 [s1]Bisphosphonate[e1] related [s2]osteonecrosis of the jaw[e2] (BRONJ) is reported in up to 18.6% of patients treated with intravenous bisphosphonates and can result in significant morbidity.
	(0, 8)	Bisphosphonate	osteonecrosis of the skull base	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3552	 [s1]Bisphosphonate[e1] related [s2]osteonecrosis of the skull base[e2] 
	(6, 11)	quinine	TTP/HUS	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3553	A previous study of patients with  [s1]quinine[e1] associated [s2]TTP/HUS[e2]  found that ADAMTS13 activities were not abnormal in 12/12 patients.
	(8, 13)	quinine	thrombotic microangiopathy	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3554	A retrospective review of TTP patients with [s1]quinine[e1] associated [s2]thrombotic microangiopathy[e2] (TMA) for whom ADAMTS13 was measured before plasma exchange was performed.
	(8, 21)	quinine	TMA	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3555	A retrospective review of TTP patients with [s1]quinine[e1] associated thrombotic microangiopathy  [s2]TMA[e2]  for whom ADAMTS13 was measured before plasma exchange was performed.
	(0, 16)	Thrombocytopenia	quinine	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3556	" [s1]Thrombocytopenia[e1] with or without microangiopathy following [s2]quinine[e2] is often referred to as quinine ""hypersensitivity."" When schistocytes are present it is frequently termed ""quinine-associated TTP/HUS."" A severe deficiency of the vWF-cleaving protease, ADAMTS13, is associated with idiopathic TTP."
	(14, 48)	quinine	TTP/HUS	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3557	"Thrombocytopenia with or without microangiopathy following [s1]quinine[e1] is often referred to as quinine ""hypersensitivity."" When schistocytes are present it is frequently termed ""quinine-associated [s2]TTP/HUS[e2] "" A severe deficiency of the vWF-cleaving protease, ADAMTS13, is associated with idiopathic TTP."
	(11, 22)	schistocytosis	quinine	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3558	We conclude that while thrombocytopenia and [s1]schistocytosis[e1] can be seen in [s2]quinine[e2] associated TTP/HUS, the pathophysiology seems to be distinct from that seen in most cases of idiopathic TTP (i.e., severely decreased ADAMTS13 with an inhibitor).
	(4, 22)	thrombocytopenia	quinine	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3559	We conclude that while [s1]thrombocytopenia[e1] and schistocytosis can be seen in [s2]quinine[e2] associated TTP/HUS, the pathophysiology seems to be distinct from that seen in most cases of idiopathic TTP (i.e., severely decreased ADAMTS13 with an inhibitor).
	(20, 25)	quinine	TTP/HUS	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3560	We conclude that while thrombocytopenia and schistocytosis can be seen in [s1]quinine[e1] associated [s2]TTP/HUS[e2]  the pathophysiology seems to be distinct from that seen in most cases of idiopathic TTP (i.e., severely decreased ADAMTS13 with an inhibitor).
	(9, 22)	quinine	thrombotic microangiopathy	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3561	We recommend that a TMA in association with [s1]quinine[e1] be consistently referred to as quinine-associated [s2]thrombotic microangiopathy[e2] (quinine-TMA) to better distinguish this entity from idiopathic TTP.
	(3, 20)	primary and secondary perforation of the bladder	epirubicin	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3562	Complications associated with [s1]primary and secondary perforation of the bladder[e1] following immediate instillations of [s2]epirubicin[e2] after transurethral resection of superficial urothelial tumours.
	(15, 32)	primary and secondary perforation of the bladder	epirubicin	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3563	MATERIALS AND METHODS: We present two cases of significant morbidity related to [s1]primary and secondary perforation of the bladder[e1] following two instillations of [s2]epirubicin[e2] 
	(0, 6)	Aliskiren	acute renal failure	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3564	 [s1]Aliskiren[e1] associated [s2]acute renal failure[e2] with hyperkalemia.
	(6, 24)	acute renal failure	aliskiren	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3565	We report the first case of [s1]acute renal failure[e1] with hyperkalemia associated with the recently marketed direct renin inhibitor [s2]aliskiren[e2] 
	(10, 24)	hyperkalemia	aliskiren	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3566	We report the first case of acute renal failure with [s1]hyperkalemia[e1] associated with the recently marketed direct renin inhibitor [s2]aliskiren[e2] 
	(3, 17)	acute cardiomyopathy	methylphenidate	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3567	A case of [s1]acute cardiomyopathy[e1] and pericarditis associated with [s2]methylphenidate[e2] 
	(9, 17)	pericarditis	methylphenidate	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3568	A case of acute cardiomyopathy and [s1]pericarditis[e1] associated with [s2]methylphenidate[e2] 
	(2, 16)	acute cardiomyopathy	methylphenidate	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3569	However, [s1]acute cardiomyopathy[e1] and pericarditis secondary to [s2]methylphenidate[e2] use has been rarely reported.
	(8, 16)	pericarditis	methylphenidate	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3570	However, acute cardiomyopathy and [s1]pericarditis[e1] secondary to [s2]methylphenidate[e2] use has been rarely reported.
	(24, 37)	acute left ventricular dysfunction	methylphenidate	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3571	We report the case of a 17-year-old male who developed chest pain, elevated cardiac biomarkers, and [s1]acute left ventricular dysfunction[e1] following a single dose of [s2]methylphenidate[e2] 
	(14, 36)	chest pain	methylphenidate	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3572	We report the case of a 17-year-old male who developed [s1]chest pain[e1]  elevated cardiac biomarkers, and acute left ventricular dysfunction following a single dose of [s2]methylphenidate[e2] 
	(17, 36)	elevated cardiac biomarkers	methylphenidate	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3573	We report the case of a 17-year-old male who developed chest pain, [s1]elevated cardiac biomarkers[e1]  and acute left ventricular dysfunction following a single dose of [s2]methylphenidate[e2] 
	(15, 26)	enoxaparin	hepatotoxicity	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3574	According to the Naranjo et al. adverse-reaction probability scale, [s1]enoxaparin[e1] was the probable cause of [s2]hepatotoxicity[e2] in this patient.
	(5, 19)	enoxaparin	hepatotoxicity	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3575	CONCLUSION: A woman receiving [s1]enoxaparin[e1] every 12 hours developed signs and symptoms of [s2]hepatotoxicity[e2] after the second dose.
	(1, 8)	enoxaparin	hepatotoxicity	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3576	Probable [s1]enoxaparin[e1] induced [s2]hepatotoxicity[e2] 
	(6, 13)	enoxaparin	hepatotoxicity	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3577	PURPOSE: A case of probable [s1]enoxaparin[e1] induced [s2]hepatotoxicity[e2] is described.
	(0, 14)	Posterior reversible encephalopathy syndrome	methotrexate	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3578	 [s1]Posterior reversible encephalopathy syndrome[e1] associated with [s2]methotrexate[e2] neurotoxicity: conventional magnetic resonance and diffusion-weighted imaging findings.
	(6, 38)	methotrexate	neurotoxicity	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3579	The addition of intrathecal [s1]methotrexate[e1] to treatment protocols has increased survival rates in children with acute lymphoblastic leukemia but is also associated with varying degrees of [s2]neurotoxicity[e2] 
	(12, 33)	acute lymphoblastic leukemia	methotrexate	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3580	We describe a 15-year-old female patient diagnosed with [s1]acute lymphoblastic leukemia[e1] presenting with status epilepticus after receiving intrathecal [s2]methotrexate[e2] 
	(0, 8)	Cyclosporine	pain syndrome	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3581	 [s1]Cyclosporine[e1] induced [s2]pain syndrome[e2] in a child undergoing hematopoietic stem cell transplant.
	(4, 15)	CIPS	cyclosporine	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3582	In this case, [s1]CIPS[e1] was considered to be probably associated with [s2]cyclosporine[e2] according to the Naranjo probability scale.
	(7, 14)	calcineurin	pain syndrome	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3583	OBJECTIVE: To report a case of [s1]calcineurin[e1] induced [s2]pain syndrome[e2] (CIPS) in a child undergoing his second hematopoietic stem cell transplant (HSCT).
	(3, 16)	cyclosporine	leg pain	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3584	With the first [s1]cyclosporine[e1] dose, the patient complained of [s2]leg pain[e2] that was most severe during the cyclosporine infusion.
	(3, 16)	cyclosporine	leg pain	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3585	With the first [s1]cyclosporine[e1] dose, the patient complained of [s2]leg pain[e2] that was most severe during the cyclosporine infusion.
	(0, 11)	Neuroleptic malignant syndrome	risperidone	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3586	 [s1]Neuroleptic malignant syndrome[e1] due to [s2]risperidone[e2] treatment in a child with Joubert syndrome.
	(6, 17)	neuroleptic malignant syndrome	risperidone	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3587	This report describes a case of [s1]neuroleptic malignant syndrome[e1] due to [s2]risperidone[e2] in a child with Joubert syndrome.
	(3, 10)	tuberculosis	Efalizumab	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3588	A case of [s1]tuberculosis[e1] in a patient on [s2]Efalizumab[e2] and Etanercept for treatment of refractory palmopustular psoriasis and psoriatic arthritis.
	(3, 17)	tuberculosis	Etanercept	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3589	A case of [s1]tuberculosis[e1] in a patient on Efalizumab and [s2]Etanercept[e2] for treatment of refractory palmopustular psoriasis and psoriatic arthritis.
	(6, 14)	warfarin	bleeding	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3590	The most common complication of [s1]warfarin[e1] use is adverse [s2]bleeding[e2] 
	(21, 36)	symptomatic hyperlactatemia	stavudine	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3591	CASE REPORT: We describe here a case of a 60 year old female that experienced a relapse of [s1]symptomatic hyperlactatemia[e1] after being switched from [s2]stavudine[e2] to zidovudine and how the case was managed at the Infectious Diseases Institute, Kampala, Uganda.
	(21, 41)	symptomatic hyperlactatemia	zidovudine	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3592	CASE REPORT: We describe here a case of a 60 year old female that experienced a relapse of [s1]symptomatic hyperlactatemia[e1] after being switched from stavudine to [s2]zidovudine[e2] and how the case was managed at the Infectious Diseases Institute, Kampala, Uganda.
	(8, 19)	zidovudine	hyperlactatemia relapse	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3593	DISCUSSION: This case shows that switching to [s1]zidovudine[e1] potentially can lead to a [s2]hyperlactatemia relapse[e2] 
	(16, 23)	stavudine	hyperlactatemia	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3594	INTRODUCTION: In resource limited settings patients on antiretroviral treatment who develop [s1]stavudine[e1] induced [s2]hyperlactatemia[e2] are often switched to zidovudine on the basis of published studies that demonstrate that this agent can be a safe alternative.
	(0, 8)	Anaphylactic reaction	bacitracin	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3595	 [s1]Anaphylactic reaction[e1] to [s2]bacitracin[e2] ointment.
	(15, 25)	anaphylactic reaction	bacitracin	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3596	We report a case of an 11-year-old boy who experienced an [s1]anaphylactic reaction[e1] after administration of [s2]bacitracin[e2] ointment.
	(10, 23)	prolonged hypoglycemia	octreotide	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3597	Herein, we present a patient with severe and [s1]prolonged hypoglycemia[e1] after long-acting [s2]octreotide[e2] treatment.
	(0, 13)	Hypoglycemia	somatostatin	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3598	 [s1]Hypoglycemia[e1] induced by long-acting [s2]somatostatin[e2] analogues in a patient with nonfunctional neuroendocrine tumor.
	(7, 14)	octreotide	serious hypoglycemia	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3599	In these patients, long-acting [s1]octreotide[e1] may trigger [s2]serious hypoglycemia[e2] 
	(0, 23)	Leukopenia	azathioprine	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3600	 [s1]Leukopenia[e1] due to parvovirus B19 in a Crohn's disease patient using [s2]azathioprine[e2] 
	(14, 40)	AZA	leukopenia	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3601	The uncomplicated long-term use of adequately-dosed [s1]AZA[e1] and stable non-toxic metabolite levels could not acknowledge TPMT deficiency as a primary cause of the [s2]leukopenia[e2] 
	(23, 33)	leukopenia	AZA	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3602	We present the case of an adult Crohn's disease patient with a parvovirus B19 infection and [s1]leukopenia[e1] during long-term [s2]AZA[e2] therapy.
	(0, 7)	Isoniazid	breast tissue enlargement	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3603	 [s1]Isoniazid[e1] causing [s2]breast tissue enlargement[e2] has been very rarely reported.
	(0, 7)	Isoniazid	gynaecomastia	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3604	 [s1]Isoniazid[e1] induced [s2]gynaecomastia[e2]  a case report.
	(0, 23)	Cryptococcus neoformans fatal sepsis	alemtuzumab	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3605	 [s1]Cryptococcus neoformans fatal sepsis[e1] in a chronic lymphocytic leukemia patient treated with [s2]alemtuzumab[e2]  case report and review of the literature.
	(17, 28)	alemtuzumab	fungal infections	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3606	The international literature regarding opportunistic infections after immunosuppressive therapy with [s1]alemtuzumab[e1] with particular attention on [s2]fungal infections[e2] has also been reviewed.
	(4, 19)	opportunistic infections	alemtuzumab	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3607	The international literature regarding [s1]opportunistic infections[e1] after immunosuppressive therapy with [s2]alemtuzumab[e2] with particular attention on fungal infections has also been reviewed.
	(1, 9)	acute myeloid leukemia	etoposide	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3608	Secondary [s1]acute myeloid leukemia[e1] after [s2]etoposide[e2] therapy for haemophagocytic lymphohistiocytosis.
	(4, 26)	sAML	etoposide	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3609	The risk of developing [s1]sAML[e1] is estimated to be between 1% and 5%, 2-20 years after exposure to [s2]etoposide[e2] but may also be related to cumulative drug doses, treatment schedules, host factors and co-administration of other antineoplastic agents.
	(7, 20)	etoposide	sAML	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3610	Two patients with HLH developed [s1]etoposide[e1] related secondary acute myeloid leukemia  [s2]sAML[e2]  following therapy for HLH.
	(7, 14)	etoposide	secondary acute myeloid leukemia	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3611	Two patients with HLH developed [s1]etoposide[e1] related [s2]secondary acute myeloid leukemia[e2] (sAML) following therapy for HLH.
	(0, 13)	Polymyoclonus seizure	tranexamic acid	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3612	 [s1]Polymyoclonus seizure[e1] resulting from accidental injection of [s2]tranexamic acid[e2] in spinal anesthesia.
	(0, 8)	Rhabdomyolysis	clarithromycin	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3613	 [s1]Rhabdomyolysis[e1] following [s2]clarithromycin[e2] monotherapy.
	(6, 18)	rhabdomyolysis	clarithromycin	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3614	We report the first case of [s1]rhabdomyolysis[e1] related to the administration of [s2]clarithromycin[e2] without concurrent use of other medications.
	(8, 21)	sunitinib	development of abnormally large mammary glands	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3615	At the end of his fifth cycle of [s1]sunitinib[e1] therapy, the patient complained of the [s2]development of abnormally large mammary glands[e2] associated with pain and peri-areolar erythema.
	(8, 32)	sunitinib	pain	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3616	At the end of his fifth cycle of [s1]sunitinib[e1] therapy, the patient complained of the development of abnormally large mammary glands associated with [s2]pain[e2] and peri-areolar erythema.
	(8, 34)	sunitinib	peri-areolar erythema	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3617	At the end of his fifth cycle of [s1]sunitinib[e1] therapy, the patient complained of the development of abnormally large mammary glands associated with pain and [s2]peri-areolar erythema[e2] 
	(6, 16)	sunitinib	bilateral breast enlargement	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3618	However, re-initiation of [s1]sunitinib[e1] treatment was followed by [s2]bilateral breast enlargement[e2] again.
	(3, 16)	gynaecomastia	sunitinib	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3619	Onset of male [s1]gynaecomastia[e1] in a patient treated with [s2]sunitinib[e2] for metastatic renal cell carcinoma.
	(4, 12)	sunitinib	gynaecomastia	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3620	The mechanism by which [s1]sunitinib[e1] induces [s2]gynaecomastia[e2] is thought to be associated with an unknown direct action on breast hormonal receptors.
	(10, 27)	sunitinib	elevated lipase	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3621	The more common grade 3 or 4 adverse effects of [s1]sunitinib[e1] include hypertension, fatigue, hand-foot syndrome, [s2]elevated lipase[e2] and lymphopenia.
	(10, 20)	sunitinib	fatigue	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3622	The more common grade 3 or 4 adverse effects of [s1]sunitinib[e1] include hypertension, [s2]fatigue[e2]  hand-foot syndrome, elevated lipase and lymphopenia.
	(10, 22)	sunitinib	hand-foot syndrome	DRUG-AE	0	DRUG	AE	-1	-1	N/A	N/A	3623	The more common grade 3 or 4 adverse effects of [s1]sunitinib[e1] include hypertension, fatigue, [s2]hand-foot syndrome[e2]  elevated lipase and lymphopenia.
